Scanning frequency (eV)      Vibronic intensity (a.u.)      Total intensity (a.u.)
2.6424000e+00                  1.1162204e-06                  1.1162204e-06
2.6425000e+00                  9.2266646e-07                  9.2266646e-07
2.6426000e+00                  7.3734967e-07                  7.3734967e-07
2.6427000e+00                  5.7340762e-07                  5.7340762e-07
2.6428000e+00                  4.3750020e-07                  4.3750020e-07
2.6429000e+00                  3.3079390e-07                  3.3079390e-07
2.6430000e+00                  2.5077674e-07                  2.5077674e-07
2.6431000e+00                  1.9312640e-07                  1.9312640e-07
2.6432000e+00                  1.5313639e-07                  1.5313639e-07
2.6433000e+00                  1.2656367e-07                  1.2656367e-07
2.6434000e+00                  1.1002360e-07                  1.1002360e-07
2.6435000e+00                  1.0115266e-07                  1.0115266e-07
2.6436000e+00                  9.8712954e-08                  9.8712954e-08
2.6437000e+00                  1.0270255e-07                  1.0270255e-07
2.6438000e+00                  1.1444408e-07                  1.1444408e-07
2.6439000e+00                  1.3659807e-07                  1.3659807e-07
2.6440000e+00                  1.7309814e-07                  1.7309814e-07
2.6441000e+00                  2.2910205e-07                  2.2910205e-07
2.6442000e+00                  3.1113143e-07                  3.1113143e-07
2.6443000e+00                  4.2754898e-07                  4.2754898e-07
2.6444000e+00                  5.8932414e-07                  5.8932414e-07
2.6445000e+00                  8.1066857e-07                  8.1066857e-07
2.6446000e+00                  1.1087129e-06                  1.1087129e-06
2.6447000e+00                  1.5012167e-06                  1.5012167e-06
2.6448000e+00                  2.0016567e-06                  2.0016567e-06
2.6449000e+00                  2.6120579e-06                  2.6120579e-06
2.6450000e+00                  3.3153862e-06                  3.3153862e-06
2.6451000e+00                  4.0705525e-06                  4.0705525e-06
2.6452000e+00                  4.8132581e-06                  4.8132581e-06
2.6453000e+00                  5.4645114e-06                  5.4645114e-06
2.6454000e+00                  5.9458792e-06                  5.9458792e-06
2.6455000e+00                  6.1974886e-06                  6.1974886e-06
2.6456000e+00                  6.1929513e-06                  6.1929513e-06
2.6457000e+00                  5.9458667e-06                  5.9458667e-06
2.6458000e+00                  5.5054042e-06                  5.5054042e-06
2.6459000e+00                  4.9424985e-06                  4.9424985e-06
2.6460000e+00                  4.3315970e-06                  4.3315970e-06
2.6461000e+00                  3.7341723e-06                  3.7341723e-06
2.6462000e+00                  3.1889258e-06                  3.1889258e-06
2.6463000e+00                  2.7105560e-06                  2.7105560e-06
2.6464000e+00                  2.2956407e-06                  2.2956407e-06
2.6465000e+00                  1.9320106e-06                  1.9320106e-06
2.6466000e+00                  1.6076381e-06                  1.6076381e-06
2.6467000e+00                  1.3163069e-06                  1.3163069e-06
2.6468000e+00                  1.0593022e-06                  1.0593022e-06
2.6469000e+00                  8.4408536e-07                  8.4408536e-07
2.6470000e+00                  6.8173315e-07                  6.8173315e-07
2.6471000e+00                  5.8469656e-07                  5.8469656e-07
2.6472000e+00                  5.6551577e-07                  5.6551577e-07
2.6473000e+00                  6.3607507e-07                  6.3607507e-07
2.6474000e+00                  8.0635031e-07                  8.0635031e-07
2.6475000e+00                  1.0817031e-06                  1.0817031e-06
2.6476000e+00                  1.4586039e-06                  1.4586039e-06
2.6477000e+00                  1.9198760e-06                  1.9198760e-06
2.6478000e+00                  2.4315692e-06                  2.4315692e-06
2.6479000e+00                  2.9437759e-06                  2.9437759e-06
2.6480000e+00                  3.3967608e-06                  3.3967608e-06
2.6481000e+00                  3.7318456e-06                  3.7318456e-06
2.6482000e+00                  3.9043321e-06                  3.9043321e-06
2.6483000e+00                  3.8943769e-06                  3.8943769e-06
2.6484000e+00                  3.7119783e-06                  3.7119783e-06
2.6485000e+00                  3.3941683e-06                  3.3941683e-06
2.6486000e+00                  2.9953790e-06                  2.9953790e-06
2.6487000e+00                  2.5744906e-06                  2.5744906e-06
2.6488000e+00                  2.1831358e-06                  2.1831358e-06
2.6489000e+00                  1.8590016e-06                  1.8590016e-06
2.6490000e+00                  1.6255916e-06                  1.6255916e-06
2.6491000e+00                  1.4972045e-06                  1.4972045e-06
2.6492000e+00                  1.4858631e-06                  1.4858631e-06
2.6493000e+00                  1.6062764e-06                  1.6062764e-06
2.6494000e+00                  1.8757907e-06                  1.8757907e-06
2.6495000e+00                  2.3083267e-06                  2.3083267e-06
2.6496000e+00                  2.9038632e-06                  2.9038632e-06
2.6497000e+00                  3.6372918e-06                  3.6372918e-06
2.6498000e+00                  4.4516109e-06                  4.4516109e-06
2.6499000e+00                  5.2597936e-06                  5.2597936e-06
2.6500000e+00                  5.9571288e-06                  5.9571288e-06
2.6501000e+00                  6.4420401e-06                  6.4420401e-06
2.6502000e+00                  6.6397270e-06                  6.6397272e-06
2.6503000e+00                  6.5211017e-06                  6.5211025e-06
2.6504000e+00                  6.1104804e-06                  6.1104837e-06
2.6505000e+00                  5.4791804e-06                  5.4791933e-06
2.6506000e+00                  4.7271037e-06                  4.7271514e-06
2.6507000e+00                  3.9584756e-06                  3.9586434e-06
2.6508000e+00                  3.2594780e-06                  3.2600383e-06
2.6509000e+00                  2.6841176e-06                  2.6858918e-06
2.6510000e+00                  2.2511660e-06                  2.2564935e-06
2.6511000e+00                  1.9510113e-06                  1.9661807e-06
2.6512000e+00                  1.7583148e-06                  1.7992740e-06
2.6513000e+00                  1.6453300e-06                  1.7502035e-06
2.6514000e+00                  1.5915984e-06                  1.8462313e-06
2.6515000e+00                  1.5878619e-06                  2.1741305e-06
2.6516000e+00                  1.6344773e-06                  2.9144842e-06
2.6517000e+00                  1.7365309e-06                  4.3866273e-06
2.6518000e+00                  1.8986150e-06                  7.1015051e-06
2.6519000e+00                  2.1216779e-06                  1.1808052e-05
2.6520000e+00                  2.4028031e-06                  1.9503408e-05
2.6521000e+00                  2.7369391e-06                  3.1365224e-05
2.6522000e+00                  3.1183845e-06                  4.8566178e-05
2.6523000e+00                  3.5399346e-06                  7.1956916e-05
2.6524000e+00                  3.9890716e-06                  1.0165625e-04
2.6525000e+00                  4.4427607e-06                  1.3665358e-04
2.6526000e+00                  4.8640794e-06                  1.7457859e-04
2.6527000e+00                  5.2039561e-06                  2.1179171e-04
2.6528000e+00                  5.4094097e-06                  2.4387395e-04
2.6529000e+00                  5.4366030e-06                  2.6645834e-04
2.6530000e+00                  5.2643098e-06                  2.7619810e-04
2.6531000e+00                  4.9025131e-06                  2.7157811e-04
2.6532000e+00                  4.3923904e-06                  2.5329934e-04
2.6533000e+00                  3.7972357e-06                  2.2410228e-04
2.6534000e+00                  3.1873521e-06                  1.8809105e-04
2.6535000e+00                  2.6240510e-06                  1.4978784e-04
2.6536000e+00                  2.1478059e-06                  1.1321666e-04
2.6537000e+00                  1.7736140e-06                  8.1266317e-05
2.6538000e+00                  1.4937959e-06                  5.5449589e-05
2.6539000e+00                  1.2860255e-06                  3.6028507e-05
2.6540000e+00                  1.1231752e-06                  2.2373677e-05
2.6541000e+00                  9.8173904e-07                  1.3397259e-05
2.6542000e+00                  8.4679449e-07                  7.9330938e-06
2.6543000e+00                  7.1302114e-07                  5.0008782e-06
2.6544000e+00                  5.8261965e-07                  3.9499146e-06
2.6545000e+00                  4.6167713e-07                  4.5112181e-06
2.6546000e+00                  3.5654846e-07                  6.7910271e-06
2.6547000e+00                  2.7134088e-07                  1.1222870e-05
2.6548000e+00                  2.0690851e-07                  1.8473783e-05
2.6549000e+00                  1.6117060e-07                  2.9287560e-05
2.6550000e+00                  1.3023229e-07                  4.4254522e-05
2.6551000e+00                  1.0973522e-07                  6.3525974e-05
2.6552000e+00                  9.6016556e-08                  8.6533828e-05
2.6553000e+00                  8.6890736e-08                  1.1181225e-04
2.6554000e+00                  8.2083489e-08                  1.3702388e-04
2.6555000e+00                  8.3477740e-08                  1.5925103e-04
2.6556000e+00                  9.5346621e-08                  1.7552654e-04
2.6557000e+00                  1.2464646e-07                  1.8347965e-04
2.6558000e+00                  1.8124635e-07                  1.8190527e-04
2.6559000e+00                  2.7774239e-07                  1.7106897e-04
2.6560000e+00                  4.2835234e-07                  1.5264158e-04
2.6561000e+00                  6.4644783e-07                  1.2928550e-04
2.6562000e+00                  9.4066333e-07                  1.0403313e-04
2.6563000e+00                  1.3102074e-06                  7.9655812e-05
2.6564000e+00                  1.7407790e-06                  5.8200142e-05
2.6565000e+00                  2.2029710e-06                  4.0785522e-05
2.6566000e+00                  2.6548029e-06                  2.7657078e-05
2.6567000e+00                  3.0488961e-06                  1.8412806e-05
2.6568000e+00                  3.3430280e-06                  1.2295801e-05
2.6569000e+00                  3.5110978e-06                  8.4581566e-06
2.6570000e+00                  3.5507448e-06                  6.1429551e-06
2.6571000e+00                  3.4845498e-06                  4.7725841e-06
2.6572000e+00                  3.3538085e-06                  3.9607152e-06
2.6573000e+00                  3.2065281e-06                  3.4777219e-06
2.6574000e+00                  3.0834454e-06                  3.1984241e-06
2.6575000e+00                  3.0066221e-06                  3.0530640e-06
2.6576000e+00                  2.9742391e-06                  2.9927054e-06
2.6577000e+00                  2.9630176e-06                  2.9719906e-06
2.6578000e+00                  2.9370955e-06                  2.9466759e-06
2.6579000e+00                  2.8601475e-06                  2.8807022e-06
2.6580000e+00                  2.7067151e-06                  2.7573892e-06
2.6581000e+00                  2.4693188e-06                  2.5910175e-06
2.6582000e+00                  2.1596286e-06                  2.4377050e-06
2.6583000e+00                  1.8040865e-06                  2.4068562e-06
2.6584000e+00                  1.4360994e-06                  2.6751628e-06
2.6585000e+00                  1.0876756e-06                  3.5029798e-06
2.6586000e+00                  7.8302087e-07                  5.2476365e-06
2.6587000e+00                  5.3545562e-07                  8.3612780e-06
2.6588000e+00                  3.4766343e-07                  1.3355633e-05
2.6589000e+00                  2.1426339e-07                  2.0717512e-05
2.6590000e+00                  1.2531329e-07                  3.0771008e-05
2.6591000e+00                  6.9540888e-08                  4.3505548e-05
2.6592000e+00                  3.6612666e-08                  5.8416592e-05
2.6593000e+00                  1.8287029e-08                  7.4424911e-05
2.6594000e+00                  8.6650256e-09                  8.9936243e-05
2.6595000e+00                  3.8952742e-09                  1.0306809e-04
2.6596000e+00                  1.6616254e-09                  1.1201155e-04
2.6597000e+00                  6.7291351e-10                  1.1543595e-04
2.6598000e+00                  2.5898668e-10                  1.1281201e-04
2.6599000e+00                  9.4958730e-11                  1.0454522e-04
2.6600000e+00                  3.3357025e-11                  9.1872805e-05
2.6601000e+00                  1.1383136e-11                  7.6560289e-05
2.6602000e+00                  3.9108261e-12                  6.0499785e-05
2.6603000e+00                  1.4826259e-12                  4.5335431e-05
2.6604000e+00                  7.4905282e-13                  3.2214790e-05
2.6605000e+00                  5.9838258e-13                  2.1707334e-05
2.6606000e+00                  6.9182862e-13                  1.3870474e-05
2.6607000e+00                  9.4193795e-13                  8.4044591e-06
2.6608000e+00                  1.3346497e-12                  4.8290522e-06
2.6609000e+00                  1.8679138e-12                  2.6311632e-06
2.6610000e+00                  2.5280339e-12                  1.3594636e-06
2.6611000e+00                  3.2797326e-12                  6.6607306e-07
2.6612000e+00                  4.0644892e-12                  3.0946533e-07
2.6613000e+00                  4.8065443e-12                  1.3634581e-07
2.6614000e+00                  5.4255587e-12                  5.6966780e-08
2.6615000e+00                  5.8527907e-12                  2.2572537e-08
2.6616000e+00                  6.0459035e-12                  8.4839564e-09
2.6617000e+00                  5.9974810e-12                  3.0262519e-09
2.6618000e+00                  5.7343755e-12                  1.0260437e-09
2.6619000e+00                  5.3083945e-12                  3.3216239e-10
2.6620000e+00                  4.7820122e-12                  1.0407290e-10
2.6621000e+00                  4.2142861e-12                  3.2816430e-11
2.6622000e+00                  3.6513683e-12                  1.1464433e-11
2.6623000e+00                  3.1235006e-12                  5.1473485e-12
2.6624000e+00                  2.6475255e-12                  3.1446532e-12
2.6625000e+00                  2.2320910e-12                  2.3478865e-12
2.6626000e+00                  1.8824826e-12                  1.9080596e-12
2.6627000e+00                  1.6031262e-12                  1.6084834e-12
2.6628000e+00                  1.3974242e-12                  1.3984882e-12
2.6629000e+00                  1.2658963e-12                  1.2660967e-12
2.6630000e+00                  1.2041662e-12                  1.2042020e-12
2.6631000e+00                  1.2021996e-12                  1.2022056e-12
2.6632000e+00                  1.2456325e-12                  1.2456335e-12
2.6633000e+00                  1.3193045e-12                  1.3193046e-12
2.6634000e+00                  1.4123806e-12                  1.4123806e-12
2.6635000e+00                  1.5238083e-12                  1.5238083e-12
2.6636000e+00                  1.6664132e-12                  1.6664132e-12
2.6637000e+00                  1.8678808e-12                  1.8678808e-12
2.6638000e+00                  2.1673798e-12                  2.1673798e-12
2.6639000e+00                  2.6076950e-12                  2.6076950e-12
2.6640000e+00                  3.2242919e-12                  3.2242919e-12
2.6641000e+00                  4.0342297e-12                  4.0342297e-12
2.6642000e+00                  5.0286351e-12                  5.0286351e-12
2.6643000e+00                  6.1718896e-12                  6.1718896e-12
2.6644000e+00                  7.4085828e-12                  7.4085828e-12
2.6645000e+00                  8.6761879e-12                  8.6761879e-12
2.6646000e+00                  9.9186693e-12                  9.9186693e-12
2.6647000e+00                  1.1095439e-11                  1.1095439e-11
2.6648000e+00                  1.2182149e-11                  1.2182149e-11
2.6649000e+00                  1.3164127e-11                  1.3164127e-11
2.6650000e+00                  1.4027609e-11                  1.4027609e-11
2.6651000e+00                  1.4755665e-11                  1.4755665e-11
2.6652000e+00                  1.5333249e-11                  1.5333249e-11
2.6653000e+00                  1.5760170e-11                  1.5760170e-11
2.6654000e+00                  1.6064946e-11                  1.6064946e-11
2.6655000e+00                  1.6310182e-11                  1.6310182e-11
2.6656000e+00                  1.6583016e-11                  1.6583016e-11
2.6657000e+00                  1.6971293e-11                  1.6971293e-11
2.6658000e+00                  1.7533836e-11                  1.7533836e-11
2.6659000e+00                  1.8277610e-11                  1.8277610e-11
2.6660000e+00                  1.9153318e-11                  1.9153318e-11
2.6661000e+00                  2.0074614e-11                  2.0074614e-11
2.6662000e+00                  2.0957458e-11                  2.0957458e-11
2.6663000e+00                  2.1769247e-11                  2.1769247e-11
2.6664000e+00                  2.2575488e-11                  2.2575488e-11
2.6665000e+00                  2.3576405e-11                  2.3576405e-11
2.6666000e+00                  2.5135189e-11                  2.5135189e-11
2.6667000e+00                  2.7809053e-11                  2.7809053e-11
2.6668000e+00                  3.2397021e-11                  3.2397021e-11
2.6669000e+00                  4.0008683e-11                  4.0008683e-11
2.6670000e+00                  5.2134117e-11                  5.2134117e-11
2.6671000e+00                  7.0662901e-11                  7.0662901e-11
2.6672000e+00                  9.7773927e-11                  9.7773927e-11
2.6673000e+00                  1.3561804e-10                  1.3561804e-10
2.6674000e+00                  1.8576026e-10                  1.8576026e-10
2.6675000e+00                  2.4844130e-10                  2.4844130e-10
2.6676000e+00                  3.2183725e-10                  3.2183725e-10
2.6677000e+00                  4.0159262e-10                  4.0159262e-10
2.6678000e+00                  4.8091266e-10                  4.8091266e-10
2.6679000e+00                  5.5138313e-10                  5.5138313e-10
2.6680000e+00                  6.0445047e-10                  6.0445047e-10
2.6681000e+00                  6.3322190e-10                  6.3322190e-10
2.6682000e+00                  6.3405853e-10                  6.3405853e-10
2.6683000e+00                  6.0743987e-10                  6.0743987e-10
2.6684000e+00                  5.5780154e-10                  5.5780154e-10
2.6685000e+00                  4.9240491e-10                  4.9240491e-10
2.6686000e+00                  4.1963277e-10                  4.1963277e-10
2.6687000e+00                  3.4727502e-10                  3.4727502e-10
2.6688000e+00                  2.8131222e-10                  2.8131222e-10
2.6689000e+00                  2.2547690e-10                  2.2547690e-10
2.6690000e+00                  1.8159318e-10                  1.8159318e-10
2.6691000e+00                  1.5048499e-10                  1.5048499e-10
2.6692000e+00                  1.3315460e-10                  1.3315460e-10
2.6693000e+00                  1.3194180e-10                  1.3194180e-10
2.6694000e+00                  1.5141204e-10                  1.5141204e-10
2.6695000e+00                  1.9873023e-10                  1.9873023e-10
2.6696000e+00                  2.8325486e-10                  2.8325486e-10
2.6697000e+00                  4.1509964e-10                  4.1509964e-10
2.6698000e+00                  6.0255666e-10                  6.0255666e-10
2.6699000e+00                  8.4862208e-10                  8.4862208e-10
2.6700000e+00                  1.1473692e-09                  1.1473692e-09
2.6701000e+00                  1.4813807e-09                  1.4813807e-09
2.6702000e+00                  1.8215907e-09                  1.8215907e-09
2.6703000e+00                  2.1304563e-09                  2.1304563e-09
2.6704000e+00                  2.3683584e-09                  2.3683584e-09
2.6705000e+00                  2.5018535e-09                  2.5018535e-09
2.6706000e+00                  2.5114168e-09                  2.5114168e-09
2.6707000e+00                  2.3961767e-09                  2.3961767e-09
2.6708000e+00                  2.1740263e-09                  2.1740263e-09
2.6709000e+00                  1.8770959e-09                  1.8770959e-09
2.6710000e+00                  1.5441794e-09                  1.5441794e-09
2.6711000e+00                  1.2126431e-09                  1.2126431e-09
2.6712000e+00                  9.1224079e-10                  9.1224079e-10
2.6713000e+00                  6.6230573e-10                  6.6230573e-10
2.6714000e+00                  4.7248990e-10                  4.7248990e-10
2.6715000e+00                  3.4615515e-10                  3.4615515e-10
2.6716000e+00                  2.8498486e-10                  2.8498486e-10
2.6717000e+00                  2.9335795e-10                  2.9335795e-10
2.6718000e+00                  3.8126994e-10                  3.8126994e-10
2.6719000e+00                  5.6487868e-10                  5.6487868e-10
2.6720000e+00                  8.6405586e-10                  8.6405586e-10
2.6721000e+00                  1.2967834e-09                  1.2967834e-09
2.6722000e+00                  1.8710200e-09                  1.8710200e-09
2.6723000e+00                  2.5757625e-09                  2.5757625e-09
2.6724000e+00                  3.3740851e-09                  3.3740851e-09
2.6725000e+00                  4.2013533e-09                  4.2013533e-09
2.6726000e+00                  4.9710039e-09                  4.9710039e-09
2.6727000e+00                  5.5881405e-09                  5.5881405e-09
2.6728000e+00                  5.9683150e-09                  5.9683150e-09
2.6729000e+00                  6.0564208e-09                  6.0564208e-09
2.6730000e+00                  5.8398602e-09                  5.8398602e-09
2.6731000e+00                  5.3516496e-09                  5.3516496e-09
2.6732000e+00                  4.6624390e-09                  4.6624390e-09
2.6733000e+00                  3.8641790e-09                  3.8641790e-09
2.6734000e+00                  3.0507739e-09                  3.0507739e-09
2.6735000e+00                  2.3015110e-09                  2.3015110e-09
2.6736000e+00                  1.6713960e-09                  1.6713960e-09
2.6737000e+00                  1.1897014e-09                  1.1897014e-09
2.6738000e+00                  8.6532882e-10                  8.6532882e-10
2.6739000e+00                  6.9594698e-10                  6.9594698e-10
2.6740000e+00                  6.7756780e-10                  6.7756780e-10
2.6741000e+00                  8.1194071e-10                  8.1194071e-10
2.6742000e+00                  1.1102695e-09                  1.1102695e-09
2.6743000e+00                  1.5927711e-09                  1.5927711e-09
2.6744000e+00                  2.2842590e-09                  2.2842590e-09
2.6745000e+00                  3.2063061e-09                  3.2063061e-09
2.6746000e+00                  4.3668848e-09                  4.3668848e-09
2.6747000e+00                  5.7489712e-09                  5.7489712e-09
2.6748000e+00                  7.3005179e-09                  7.3005179e-09
2.6749000e+00                  8.9291484e-09                  8.9291484e-09
2.6750000e+00                  1.0505201e-08                  1.0505201e-08
2.6751000e+00                  1.1875552e-08                  1.1875552e-08
2.6752000e+00                  1.2887660e-08                  1.2887660e-08
2.6753000e+00                  1.3419203e-08                  1.3419203e-08
2.6754000e+00                  1.3405250e-08                  1.3405250e-08
2.6755000e+00                  1.2854128e-08                  1.2854128e-08
2.6756000e+00                  1.1846086e-08                  1.1846086e-08
2.6757000e+00                  1.0514610e-08                  1.0514610e-08
2.6758000e+00                  9.0164771e-09                  9.0164771e-09
2.6759000e+00                  7.5002913e-09                  7.5002913e-09
2.6760000e+00                  6.0828320e-09                  6.0828320e-09
2.6761000e+00                  4.8384628e-09                  4.8384628e-09
2.6762000e+00                  3.8013762e-09                  3.8013762e-09
2.6763000e+00                  2.9761694e-09                  2.9761694e-09
2.6764000e+00                  2.3507102e-09                  2.3507102e-09
2.6765000e+00                  1.9064067e-09                  1.9064067e-09
2.6766000e+00                  1.6236057e-09                  1.6236057e-09
2.6767000e+00                  1.4824254e-09                  1.4824254e-09
2.6768000e+00                  1.4609468e-09                  1.4609468e-09
2.6769000e+00                  1.5331326e-09                  1.5331326e-09
2.6770000e+00                  1.6684058e-09                  1.6684058e-09
2.6771000e+00                  1.8338978e-09                  1.8338978e-09
2.6772000e+00                  1.9992731e-09                  1.9992731e-09
2.6773000e+00                  2.1429866e-09                  2.1429866e-09
2.6774000e+00                  2.2580720e-09                  2.2580720e-09
2.6775000e+00                  2.3553839e-09                  2.3553839e-09
2.6776000e+00                  2.4627802e-09                  2.4627802e-09
2.6777000e+00                  2.6199764e-09                  2.6199764e-09
2.6778000e+00                  2.8703326e-09                  2.8703326e-09
2.6779000e+00                  3.2520529e-09                  3.2520529e-09
2.6780000e+00                  3.7915940e-09                  3.7915940e-09
2.6781000e+00                  4.5011908e-09                  4.5011908e-09
2.6782000e+00                  5.3805083e-09                  5.3805083e-09
2.6783000e+00                  6.4203176e-09                  6.4203176e-09
2.6784000e+00                  7.6048941e-09                  7.6048941e-09
2.6785000e+00                  8.9105393e-09                  8.9105393e-09
2.6786000e+00                  1.0300303e-08                  1.0300303e-08
2.6787000e+00                  1.1718497e-08                  1.1718497e-08
2.6788000e+00                  1.3090840e-08                  1.3090840e-08
2.6789000e+00                  1.4335132e-08                  1.4335132e-08
2.6790000e+00                  1.5382918e-08                  1.5382918e-08
2.6791000e+00                  1.6206365e-08                  1.6206365e-08
2.6792000e+00                  1.6839974e-08                  1.6839974e-08
2.6793000e+00                  1.7386554e-08                  1.7386554e-08
2.6794000e+00                  1.8001951e-08                  1.8001951e-08
2.6795000e+00                  1.8861019e-08                  1.8861019e-08
2.6796000e+00                  2.0114628e-08                  2.0114628e-08
2.6797000e+00                  2.1850577e-08                  2.1850577e-08
2.6798000e+00                  2.4069392e-08                  2.4069392e-08
2.6799000e+00                  2.6680821e-08                  2.6680821e-08
2.6800000e+00                  2.9521687e-08                  2.9521687e-08
2.6801000e+00                  3.2393389e-08                  3.2393389e-08
2.6802000e+00                  3.5118393e-08                  3.5118393e-08
2.6803000e+00                  3.7617890e-08                  3.7617890e-08
2.6804000e+00                  4.0014113e-08                  4.0014113e-08
2.6805000e+00                  4.2757478e-08                  4.2757478e-08
2.6806000e+00                  4.6768305e-08                  4.6768305e-08
2.6807000e+00                  5.3565305e-08                  5.3565305e-08
2.6808000e+00                  6.5330873e-08                  6.5330873e-08
2.6809000e+00                  8.4843164e-08                  8.4843164e-08
2.6810000e+00                  1.1519891e-07                  1.1519891e-07
2.6811000e+00                  1.5927446e-07                  1.5927446e-07
2.6812000e+00                  2.1893876e-07                  2.1893876e-07
2.6813000e+00                  2.9413885e-07                  2.9413885e-07
2.6814000e+00                  3.8209875e-07                  3.8209875e-07
2.6815000e+00                  4.7694966e-07                  4.7694966e-07
2.6816000e+00                  5.7007987e-07                  5.7007987e-07
2.6817000e+00                  6.5132139e-07                  6.5132139e-07
2.6818000e+00                  7.1080621e-07                  7.1080621e-07
2.6819000e+00                  7.4103505e-07                  7.4103505e-07
2.6820000e+00                  7.3854294e-07                  7.3854294e-07
2.6821000e+00                  7.0462256e-07                  7.0462256e-07
2.6822000e+00                  6.4487087e-07                  6.4487087e-07
2.6823000e+00                  5.6773626e-07                  5.6773626e-07
2.6824000e+00                  4.8257651e-07                  4.8257651e-07
2.6825000e+00                  3.9785046e-07                  3.9785046e-07
2.6826000e+00                  3.1992925e-07                  3.1992925e-07
2.6827000e+00                  2.5272199e-07                  2.5272199e-07
2.6828000e+00                  1.9801885e-07                  1.9801885e-07
2.6829000e+00                  1.5628223e-07                  1.5628223e-07
2.6830000e+00                  1.2759359e-07                  1.2759359e-07
2.6831000e+00                  1.1253515e-07                  1.1253515e-07
2.6832000e+00                  1.1286104e-07                  1.1286104e-07
2.6833000e+00                  1.3183455e-07                  1.3183455e-07
2.6834000e+00                  1.7408132e-07                  1.7408132e-07
2.6835000e+00                  2.4479780e-07                  2.4479780e-07
2.6836000e+00                  3.4824110e-07                  3.4824110e-07
2.6837000e+00                  4.8565278e-07                  4.8565278e-07
2.6838000e+00                  6.5309273e-07                  6.5309273e-07
2.6839000e+00                  8.3994283e-07                  8.3994283e-07
2.6840000e+00                  1.0288992e-06                  1.0288992e-06
2.6841000e+00                  1.1979707e-06                  1.1979707e-06
2.6842000e+00                  1.3243603e-06                  1.3243603e-06
2.6843000e+00                  1.3893390e-06                  1.3893390e-06
2.6844000e+00                  1.3826804e-06                  1.3826804e-06
2.6845000e+00                  1.3052026e-06                  1.3052026e-06
2.6846000e+00                  1.1685401e-06                  1.1685401e-06
2.6847000e+00                  9.9222975e-07                  9.9222975e-07
2.6848000e+00                  7.9911463e-07                  7.9911463e-07
2.6849000e+00                  6.1055242e-07                  6.1055242e-07
2.6850000e+00                  4.4279711e-07                  4.4279711e-07
2.6851000e+00                  3.0531665e-07                  3.0531665e-07
2.6852000e+00                  2.0104624e-07                  2.0104624e-07
2.6853000e+00                  1.2798456e-07                  1.2798456e-07
2.6854000e+00                  8.1303375e-08                  8.1303375e-08
2.6855000e+00                  5.5248690e-08                  5.5248690e-08
2.6856000e+00                  4.4418741e-08                  4.4418741e-08
2.6857000e+00                  4.4337576e-08                  4.4337576e-08
2.6858000e+00                  5.1482912e-08                  5.1482912e-08
2.6859000e+00                  6.3032461e-08                  6.3032461e-08
2.6860000e+00                  7.6581644e-08                  7.6581644e-08
2.6861000e+00                  9.0000564e-08                  9.0000565e-08
2.6862000e+00                  1.0148390e-07                  1.0148390e-07
2.6863000e+00                  1.0974169e-07                  1.0974172e-07
2.6864000e+00                  1.1421134e-07                  1.1421145e-07
2.6865000e+00                  1.1515937e-07                  1.1515980e-07
2.6866000e+00                  1.1358630e-07                  1.1358803e-07
2.6867000e+00                  1.1092963e-07                  1.1093620e-07
2.6868000e+00                  1.0864329e-07                  1.0866698e-07
2.6869000e+00                  1.0778430e-07                  1.0786524e-07
2.6870000e+00                  1.0873661e-07                  1.0899892e-07
2.6871000e+00                  1.1115312e-07                  1.1195921e-07
2.6872000e+00                  1.1411905e-07                  1.1646811e-07
2.6873000e+00                  1.1646624e-07                  1.2295761e-07
2.6874000e+00                  1.1712370e-07                  1.3413400e-07
2.6875000e+00                  1.1538990e-07                  1.5765882e-07
2.6876000e+00                  1.1105373e-07                  2.1065478e-07
2.6877000e+00                  1.0435426e-07                  3.2691078e-07
2.6878000e+00                  9.5829126e-08                  5.6740363e-07
2.6879000e+00                  8.6132656e-08                  1.0336648e-06
2.6880000e+00                  7.5900854e-08                  1.8812916e-06
2.6881000e+00                  6.5707064e-08                  3.3276932e-06
2.6882000e+00                  5.6112603e-08                  5.6450163e-06
2.6883000e+00                  4.7789681e-08                  9.1281852e-06
2.6884000e+00                  4.1688153e-08                  1.4031650e-05
2.6885000e+00                  3.9224273e-08                  2.0478332e-05
2.6886000e+00                  4.2469696e-08                  2.8359059e-05
2.6887000e+00                  5.4296408e-08                  3.7255209e-05
2.6888000e+00                  7.8388567e-08                  4.6423066e-05
2.6889000e+00                  1.1898881e-07                  5.4868440e-05
2.6890000e+00                  1.8024620e-07                  6.1513117e-05
2.6891000e+00                  2.6511597e-07                  6.5419020e-05
2.6892000e+00                  3.7393922e-07                  6.6006783e-05
2.6893000e+00                  5.0305931e-07                  6.3198452e-05
2.6894000e+00                  6.4401052e-07                  5.7435552e-05
2.6895000e+00                  7.8381892e-07                  4.9566461e-05
2.6896000e+00                  9.0670729e-07                  4.0642383e-05
2.6897000e+00                  9.9703026e-07                  3.1689336e-05
2.6898000e+00                  1.0427489e-06                  2.3523564e-05
2.6899000e+00                  1.0384233e-06                  1.6652929e-05
2.6900000e+00                  9.8674279e-07                  1.1271126e-05
2.6901000e+00                  8.9805304e-07                  7.3214205e-06
2.6902000e+00                  7.8799983e-07                  4.5923974e-06
2.6903000e+00                  6.7401755e-07                  2.8108469e-06
2.6904000e+00                  5.7169578e-07                  1.7102038e-06
