Scanning frequency (eV)      Vibronic intensity (a.u.)      Total intensity (a.u.)
2.6905000e+00                  4.9197678e-07                  1.0682762e-06
2.6906000e+00                  4.3976282e-07                  7.1920914e-07
2.6907000e+00                  4.1404268e-07                  5.4952551e-07
2.6908000e+00                  4.0926120e-07                  4.8781039e-07
2.6909000e+00                  4.1744085e-07                  4.9465294e-07
2.6910000e+00                  4.3051176e-07                  5.5602511e-07
2.6911000e+00                  4.4236483e-07                  6.8052384e-07
2.6912000e+00                  4.5027328e-07                  8.9907624e-07
2.6913000e+00                  4.5551978e-07                  1.2646148e-06
2.6914000e+00                  4.6330602e-07                  1.8487245e-06
2.6915000e+00                  4.8225882e-07                  2.7324791e-06
2.6916000e+00                  5.2398280e-07                  3.9899677e-06
2.6917000e+00                  6.0303350e-07                  5.6655580e-06
2.6918000e+00                  7.3733954e-07                  7.7493751e-06
2.6919000e+00                  9.4855598e-07                  1.0158557e-05
2.6920000e+00                  1.2613140e-06                  1.2732808e-05
2.6921000e+00                  1.7001908e-06                  1.5250205e-05
2.6922000e+00                  2.2837759e-06                  1.7463110e-05
2.6923000e+00                  3.0165290e-06                  1.9146633e-05
2.6924000e+00                  3.8808255e-06                  2.0146562e-05
2.6925000e+00                  4.8328484e-06                  2.0413248e-05
2.6926000e+00                  5.8058586e-06                  2.0012943e-05
2.6927000e+00                  6.7223163e-06                  1.9116199e-05
2.6928000e+00                  7.5127708e-06                  1.7969886e-05
2.6929000e+00                  8.1357862e-06                  1.6861729e-05
2.6930000e+00                  8.5913246e-06                  1.6083650e-05
2.6931000e+00                  8.9212601e-06                  1.5895285e-05
2.6932000e+00                  9.1949937e-06                  1.6486020e-05
2.6933000e+00                  9.4838516e-06                  1.7935583e-05
2.6934000e+00                  9.8326669e-06                  2.0179020e-05
2.6935000e+00                  1.0238602e-05                  2.2988330e-05
2.6936000e+00                  1.0645120e-05                  2.5985044e-05
2.6937000e+00                  1.0953880e-05                  2.8692646e-05
2.6938000e+00                  1.1051184e-05                  3.0625443e-05
2.6939000e+00                  1.0840623e-05                  3.1396276e-05
2.6940000e+00                  1.0271576e-05                  3.0816423e-05
2.6941000e+00                  9.3547672e-06                  2.8962789e-05
2.6942000e+00                  8.1606451e-06                  2.6200782e-05
2.6943000e+00                  6.8021187e-06                  2.3170263e-05
2.6944000e+00                  5.4080779e-06                  2.0756723e-05
2.6945000e+00                  4.0963108e-06                  2.0070418e-05
2.6946000e+00                  2.9533979e-06                  2.2438567e-05
2.6947000e+00                  2.0256821e-06                  2.9385071e-05
2.6948000e+00                  1.3212028e-06                  4.2543083e-05
2.6949000e+00                  8.1925348e-07                  6.3437911e-05
2.6950000e+00                  4.8293229e-07                  9.3107686e-05
2.6951000e+00                  2.7065040e-07                  1.3159987e-04
2.6952000e+00                  1.4424232e-07                  1.7747349e-04
2.6953000e+00                  7.3135225e-08                  2.2750844e-04
2.6954000e+00                  3.5301487e-08                  2.7682616e-04
2.6955000e+00                  1.6236217e-08                  3.1952982e-04
2.6956000e+00                  7.1239776e-09                  3.4979388e-04
2.6957000e+00                  2.9865405e-09                  3.6313764e-04
2.6958000e+00                  1.1984887e-09                  3.5749798e-04
2.6959000e+00                  4.6139587e-10                  3.3374390e-04
2.6960000e+00                  1.7083160e-10                  2.9545285e-04
2.6961000e+00                  6.1001971e-11                  2.4802602e-04
2.6962000e+00                  2.1091163e-11                  1.9744228e-04
2.6963000e+00                  7.1273460e-12                  1.4904479e-04
2.6964000e+00                  2.4387833e-12                  1.0669083e-04
2.6965000e+00                  9.6170370e-13                  7.2422088e-05
2.6966000e+00                  5.7200104e-13                  4.6617461e-05
2.6967000e+00                  5.4955010e-13                  2.8455081e-05
2.6968000e+00                  6.5560067e-13                  1.6470420e-05
2.6969000e+00                  8.1053773e-13                  9.0403063e-06
2.6970000e+00                  9.8605461e-13                  4.7053863e-06
2.6971000e+00                  1.1709117e-12                  2.3224219e-06
2.6972000e+00                  1.3605083e-12                  1.0869781e-06
2.6973000e+00                  1.5531091e-12                  4.8243032e-07
2.6974000e+00                  1.7472123e-12                  2.0304090e-07
2.6975000e+00                  1.9389296e-12                  8.1034582e-08
2.6976000e+00                  2.1199886e-12                  3.0669300e-08
2.6977000e+00                  2.2774734e-12                  1.1008070e-08
2.6978000e+00                  2.3962851e-12                  3.7478325e-09
2.6979000e+00                  2.4651189e-12                  1.2111612e-09
2.6980000e+00                  2.4873567e-12                  3.7237129e-10
2.6981000e+00                  2.5006508e-12                  1.0983715e-10
2.6982000e+00                  2.6140222e-12                  3.2150795e-11
2.6983000e+00                  3.0793420e-12                  1.0786820e-11
2.6984000e+00                  4.4239180e-12                  6.3311131e-12
2.6985000e+00                  7.6782513e-12                  8.1257704e-12
2.6986000e+00                  1.4728795e-11                  1.4828373e-11
2.6987000e+00                  2.8795969e-11                  2.8816980e-11
2.6988000e+00                  5.4968974e-11                  5.4973178e-11
2.6989000e+00                  1.0061870e-10                  1.0061950e-10
2.6990000e+00                  1.7538342e-10                  1.7538357e-10
2.6991000e+00                  2.9034329e-10                  2.9034332e-10
2.6992000e+00                  4.5606275e-10                  4.5606276e-10
2.6993000e+00                  6.7946684e-10                  6.7946684e-10
2.6994000e+00                  9.6002631e-10                  9.6002631e-10
2.6995000e+00                  1.2863133e-09                  1.2863133e-09
2.6996000e+00                  1.6343719e-09                  1.6343719e-09
2.6997000e+00                  1.9692133e-09                  1.9692133e-09
2.6998000e+00                  2.2499454e-09                  2.2499454e-09
2.6999000e+00                  2.4377518e-09                  2.4377518e-09
2.7000000e+00                  2.5046523e-09                  2.5046523e-09
2.7001000e+00                  2.4403367e-09                  2.4403367e-09
2.7002000e+00                  2.2547743e-09                  2.2547743e-09
2.7003000e+00                  1.9756910e-09                  1.9756910e-09
2.7004000e+00                  1.6417916e-09                  1.6417916e-09
2.7005000e+00                  1.2940073e-09                  1.2940073e-09
2.7006000e+00                  9.6748044e-10                  9.6748044e-10
2.7007000e+00                  6.8637311e-10                  6.8637311e-10
2.7008000e+00                  4.6230999e-10                  4.6230999e-10
2.7009000e+00                  2.9596674e-10                  2.9596674e-10
2.7010000e+00                  1.8050249e-10                  1.8050249e-10
2.7011000e+00                  1.0539202e-10                  1.0539202e-10
2.7012000e+00                  5.9592314e-11                  5.9592314e-11
2.7013000e+00                  3.3571332e-11                  3.3571332e-11
2.7014000e+00                  2.0249187e-11                  2.0249187e-11
2.7015000e+00                  1.5205324e-11                  1.5205324e-11
2.7016000e+00                  1.6580331e-11                  1.6580331e-11
2.7017000e+00                  2.5017493e-11                  2.5017493e-11
2.7018000e+00                  4.3824753e-11                  4.3824753e-11
2.7019000e+00                  7.9342352e-11                  7.9342352e-11
2.7020000e+00                  1.4130278e-10                  1.4130278e-10
2.7021000e+00                  2.4280307e-10                  2.4280307e-10
2.7022000e+00                  3.9944402e-10                  3.9944402e-10
2.7023000e+00                  6.2732048e-10                  6.2732048e-10
2.7024000e+00                  9.3993341e-10                  9.3993341e-10
2.7025000e+00                  1.3446799e-09                  1.3446799e-09
2.7026000e+00                  1.8401282e-09                  1.8401282e-09
2.7027000e+00                  2.4154365e-09                  2.4154366e-09
2.7028000e+00                  3.0527240e-09                  3.0527240e-09
2.7029000e+00                  3.7319546e-09                  3.7319550e-09
2.7030000e+00                  4.4364293e-09                  4.4364311e-09
2.7031000e+00                  5.1561063e-09                  5.1561148e-09
2.7032000e+00                  5.8864223e-09                  5.8864589e-09
2.7033000e+00                  6.6221633e-09                  6.6223127e-09
2.7034000e+00                  7.3485154e-09                  7.3490948e-09
2.7035000e+00                  8.0333786e-09                  8.0355082e-09
2.7036000e+00                  8.6251957e-09                  8.6326193e-09
2.7037000e+00                  9.0586421e-09                  9.0831811e-09
2.7038000e+00                  9.2673475e-09                  9.3442668e-09
2.7039000e+00                  9.1998799e-09                  9.4285171e-09
2.7040000e+00                  8.8338386e-09                  9.4782932e-09
2.7041000e+00                  8.1835815e-09                  9.9061296e-09
2.7042000e+00                  7.2993687e-09                  1.1665371e-08
2.7043000e+00                  6.2584839e-09                  1.6752223e-08
2.7044000e+00                  5.1511391e-09                  2.9068331e-08
2.7045000e+00                  4.0650501e-09                  5.5757096e-08
2.7046000e+00                  3.0723908e-09                  1.0901505e-07
2.7047000e+00                  2.2216756e-09                  2.0811946e-07
2.7048000e+00                  1.5354842e-09                  3.8099555e-07
2.7049000e+00                  1.0133497e-09                  6.6416693e-07
2.7050000e+00                  6.3802369e-10                  1.0996332e-06
2.7051000e+00                  3.8293156e-10                  1.7274575e-06
2.7052000e+00                  2.1892137e-10                  2.5739312e-06
2.7053000e+00                  1.1913720e-10                  3.6371128e-06
2.7054000e+00                  6.1679739e-11                  4.8737608e-06
2.7055000e+00                  3.0363374e-11                  6.1931363e-06
2.7056000e+00                  1.4206174e-11                  7.4626446e-06
2.7057000e+00                  6.3147931e-12                  8.5272560e-06
2.7058000e+00                  2.6659769e-12                  9.2397407e-06
2.7059000e+00                  1.0686890e-12                  9.4938859e-06
2.7060000e+00                  4.0667316e-13                  9.2504297e-06
2.7061000e+00                  1.4687804e-13                  8.5469950e-06
2.7062000e+00                  5.0340465e-14                  7.4885654e-06
2.7063000e+00                  1.6370812e-14                  6.2218198e-06
2.7064000e+00                  5.0509049e-15                  4.9019611e-06
2.7065000e+00                  1.4783452e-15                  3.6623169e-06
2.7066000e+00                  4.1044845e-16                  2.5946310e-06
2.7067000e+00                  1.0809157e-16                  1.7431266e-06
2.7068000e+00                  2.6999387e-17                  1.1104931e-06
2.7069000e+00                  6.3962634e-18                  6.7086699e-07
2.7070000e+00                  1.4370973e-18                  3.8431790e-07
2.7071000e+00                  3.0622888e-19                  2.0877497e-07
2.7072000e+00                  6.1886345e-20                  1.0754739e-07
2.7073000e+00                  1.1858461e-20                  5.2535751e-08
2.7074000e+00                  2.1572870e-21                  2.4335689e-08
2.7075000e+00                  3.7057691e-22                  1.0689711e-08
2.7076000e+00                  6.0384185e-23                  4.4526843e-09
2.7077000e+00                  9.3057819e-24                  1.7587799e-09
2.7078000e+00                  1.3441685e-24                  6.5877132e-10
2.7079000e+00                  2.0679515e-25                  2.3398688e-10
2.7080000e+00                  2.5849394e-26                  7.8810115e-11
2.7081000e+00                  3.2311743e-27                  2.5171323e-11
2.7082000e+00                  0.0000000e+00                  7.6236640e-12
2.7083000e+00                  0.0000000e+00                  2.1895511e-12
2.7084000e+00                  0.0000000e+00                  5.9632091e-13
2.7085000e+00                  0.0000000e+00                  1.5400635e-13
2.7086000e+00                  0.0000000e+00                  3.7716452e-14
2.7087000e+00                  0.0000000e+00                  8.7590432e-15
2.7088000e+00                  0.0000000e+00                  1.9289285e-15
2.7089000e+00                  0.0000000e+00                  4.0281833e-16
2.7090000e+00                  0.0000000e+00                  7.9769329e-17
2.7091000e+00                  0.0000000e+00                  1.4979464e-17
2.7092000e+00                  0.0000000e+00                  2.6674129e-18
2.7093000e+00                  0.0000000e+00                  4.5042018e-19
2.7094000e+00                  0.0000000e+00                  7.2123877e-20
2.7095000e+00                  0.0000000e+00                  1.0951508e-20
2.7096000e+00                  0.0000000e+00                  1.5768936e-21
2.7097000e+00                  0.0000000e+00                  2.1531014e-22
2.7098000e+00                  0.0000000e+00                  2.7877910e-23
2.7099000e+00                  0.0000000e+00                  3.4228633e-24
2.7100000e+00                  0.0000000e+00                  3.9852221e-25
2.7101000e+00                  0.0000000e+00                  4.3999642e-26
2.7102000e+00                  0.0000000e+00                  4.6065880e-27
2.7103000e+00                  0.0000000e+00                  4.5734425e-28
2.7104000e+00                  0.0000000e+00                  4.3056697e-29
2.7105000e+00                  0.0000000e+00                  3.8438977e-30
2.7106000e+00                  0.0000000e+00                  3.2541424e-31
2.7107000e+00                  0.0000000e+00                  2.6123714e-32
2.7108000e+00                  0.0000000e+00                  1.9886891e-33
2.7109000e+00                  0.0000000e+00                  1.4355969e-34
2.7110000e+00                  0.0000000e+00                  9.8272444e-36
2.7111000e+00                  0.0000000e+00                  6.3791766e-37
2.7112000e+00                  0.0000000e+00                  3.9267307e-38
2.7113000e+00                  0.0000000e+00                  2.2920877e-39
2.7114000e+00                  0.0000000e+00                  1.2687176e-40
2.7115000e+00                  0.0000000e+00                  6.6593578e-42
2.7116000e+00                  0.0000000e+00                  3.3146170e-43
2.7117000e+00                  0.0000000e+00                  1.5644726e-44
2.7118000e+00                  0.0000000e+00                  7.0022276e-46
2.7119000e+00                  0.0000000e+00                  2.9719268e-47
2.7120000e+00                  0.0000000e+00                  1.1961168e-48
2.7121000e+00                  0.0000000e+00                  4.5650205e-50
2.7122000e+00                  0.0000000e+00                  1.6521348e-51
2.7123000e+00                  0.0000000e+00                  5.6699845e-53
2.7124000e+00                  0.0000000e+00                  1.8452358e-54
2.7125000e+00                  0.0000000e+00                  5.6944989e-56
2.7126000e+00                  0.0000000e+00                  1.6664519e-57
2.7127000e+00                  0.0000000e+00                  4.6244880e-59
2.7128000e+00                  0.0000000e+00                  1.2169372e-60
2.7129000e+00                  0.0000000e+00                  3.0367309e-62
2.7130000e+00                  0.0000000e+00                  7.1858488e-64
2.7131000e+00                  0.0000000e+00                  1.6124396e-65
2.7132000e+00                  0.0000000e+00                  3.4310140e-67
2.7133000e+00                  0.0000000e+00                  6.9230127e-69
2.7134000e+00                  0.0000000e+00                  1.3246508e-70
2.7135000e+00                  0.0000000e+00                  2.4034843e-72
2.7136000e+00                  0.0000000e+00                  4.1353742e-74
2.7137000e+00                  0.0000000e+00                  6.7471749e-76
2.7138000e+00                  0.0000000e+00                  1.0439092e-77
2.7139000e+00                  0.0000000e+00                  1.5315710e-79
2.7140000e+00                  0.0000000e+00                  2.1308122e-81
2.7141000e+00                  0.0000000e+00                  2.8111682e-83
2.7142000e+00                  0.0000000e+00                  3.5169169e-85
2.7143000e+00                  0.0000000e+00                  4.1722566e-87
2.7144000e+00                  0.0000000e+00                  4.6936807e-89
2.7145000e+00                  0.0000000e+00                  5.0071396e-91
2.7146000e+00                  0.0000000e+00                  5.0652337e-93
2.7147000e+00                  0.0000000e+00                  4.8589552e-95
2.7148000e+00                  0.0000000e+00                  4.4199763e-97
2.7149000e+00                  0.0000000e+00                  3.8126821e-99
2.7150000e+00                  0.0000000e+00                  3.1187093e-101
2.7151000e+00                  0.0000000e+00                  2.4190943e-103
2.7152000e+00                  0.0000000e+00                  1.7793622e-105
2.7153000e+00                  0.0000000e+00                  1.2411078e-107
2.7154000e+00                  0.0000000e+00                  8.2089633e-110
2.7155000e+00                  0.0000000e+00                  5.1487373e-112
2.7156000e+00                  0.0000000e+00                  3.0622933e-114
2.7157000e+00                  0.0000000e+00                  1.7271357e-116
2.7158000e+00                  0.0000000e+00                  9.2371874e-119
2.7159000e+00                  0.0000000e+00                  4.6847528e-121
2.7160000e+00                  0.0000000e+00                  2.2530313e-123
2.7161000e+00                  0.0000000e+00                  1.0274990e-125
2.7162000e+00                  0.0000000e+00                  4.4435413e-128
2.7163000e+00                  0.0000000e+00                  1.8222613e-130
