Scanning frequency (eV)      Vibronic intensity (a.u.)      Total intensity (a.u.)
2.6423000e+00                  1.0295877e-26                  1.0295877e-26
2.6424000e+00                  1.2187616e-26                  1.2187616e-26
2.6425000e+00                  1.4744062e-26                  1.4744062e-26
2.6426000e+00                  1.8174190e-26                  1.8174190e-26
2.6427000e+00                  2.2707267e-26                  2.2707267e-26
2.6428000e+00                  2.8532752e-26                  2.8532752e-26
2.6429000e+00                  3.5707176e-26                  3.5707176e-26
2.6430000e+00                  4.4052876e-26                  4.4052876e-26
2.6431000e+00                  5.3090214e-26                  5.3090214e-26
2.6432000e+00                  6.2047098e-26                  6.2047098e-26
2.6433000e+00                  6.9970957e-26                  6.9970957e-26
2.6434000e+00                  7.5932318e-26                  7.5932318e-26
2.6435000e+00                  7.9270078e-26                  7.9270078e-26
2.6436000e+00                  7.9805726e-26                  7.9805726e-26
2.6437000e+00                  7.7961525e-26                  7.7961525e-26
2.6438000e+00                  7.4756578e-26                  7.4756578e-26
2.6439000e+00                  7.1708754e-26                  7.1708754e-26
2.6440000e+00                  7.0713411e-26                  7.0713411e-26
2.6441000e+00                  7.3976576e-26                  7.3976576e-26
2.6442000e+00                  8.4038975e-26                  8.4038975e-26
2.6443000e+00                  1.0384735e-25                  1.0384735e-25
2.6444000e+00                  1.3674214e-25                  1.3674214e-25
2.6445000e+00                  1.8618237e-25                  1.8618237e-25
2.6446000e+00                  2.5506591e-25                  2.5506591e-25
2.6447000e+00                  3.4464782e-25                  3.4464782e-25
2.6448000e+00                  4.5328470e-25                  4.5328470e-25
2.6449000e+00                  5.7545281e-25                  5.7545281e-25
2.6450000e+00                  7.0157853e-25                  7.0157853e-25
2.6451000e+00                  8.1908113e-25                  8.1908113e-25
2.6452000e+00                  9.1464671e-25                  9.1464671e-25
2.6453000e+00                  9.7725151e-25                  9.7725151e-25
2.6454000e+00                  1.0010471e-24                  1.0010471e-24
2.6455000e+00                  9.8712620e-25                  9.8712620e-25
2.6456000e+00                  9.4349136e-25                  9.4349136e-25
2.6457000e+00                  8.8315110e-25                  8.8315110e-25
2.6458000e+00                  8.2091985e-25                  8.2091985e-25
2.6459000e+00                  7.6992563e-25                  7.6992563e-25
2.6460000e+00                  7.3887428e-25                  7.3887428e-25
2.6461000e+00                  7.3079889e-25                  7.3079889e-25
2.6462000e+00                  7.4350496e-25                  7.4350496e-25
2.6463000e+00                  7.7141907e-25                  7.7141907e-25
2.6464000e+00                  8.0821828e-25                  8.0821828e-25
2.6465000e+00                  8.4950762e-25                  8.4950762e-25
2.6466000e+00                  8.9487516e-25                  8.9487516e-25
2.6467000e+00                  9.4880705e-25                  9.4880705e-25
2.6468000e+00                  1.0201393e-24                  1.0201393e-24
2.6469000e+00                  1.1199738e-24                  1.1199738e-24
2.6470000e+00                  1.2583430e-24                  1.2583430e-24
2.6471000e+00                  1.4403774e-24                  1.4403774e-24
2.6472000e+00                  1.6631893e-24                  1.6631893e-24
2.6473000e+00                  1.9149048e-24                  1.9149048e-24
2.6474000e+00                  2.1769701e-24                  2.1769701e-24
2.6475000e+00                  2.4299279e-24                  2.4299279e-24
2.6476000e+00                  2.6615092e-24                  2.6615092e-24
2.6477000e+00                  2.8746239e-24                  2.8746239e-24
2.6478000e+00                  3.0923543e-24                  3.0923543e-24
2.6479000e+00                  3.3578393e-24                  3.3578393e-24
2.6480000e+00                  3.7289976e-24                  3.7289976e-24
2.6481000e+00                  4.2707073e-24                  4.2707073e-24
2.6482000e+00                  5.0490942e-24                  5.0490942e-24
2.6483000e+00                  6.1325590e-24                  6.1325590e-24
2.6484000e+00                  7.6011952e-24                  7.6011952e-24
2.6485000e+00                  9.5606372e-24                  9.5606372e-24
2.6486000e+00                  1.2150224e-23                  1.2150224e-23
2.6487000e+00                  1.5532153e-23                  1.5532153e-23
2.6488000e+00                  1.9851541e-23                  1.9851541e-23
2.6489000e+00                  2.5168426e-23                  2.5168426e-23
2.6490000e+00                  3.1378984e-23                  3.1378984e-23
2.6491000e+00                  3.8157657e-23                  3.8157657e-23
2.6492000e+00                  4.4955802e-23                  4.4955802e-23
2.6493000e+00                  5.1079916e-23                  5.1079916e-23
2.6494000e+00                  5.5845086e-23                  5.5845086e-23
2.6495000e+00                  5.8767066e-23                  5.8767066e-23
2.6496000e+00                  5.9734624e-23                  5.9734624e-23
2.6497000e+00                  5.9105258e-23                  5.9105258e-23
2.6498000e+00                  5.7695348e-23                  5.7695348e-23
2.6499000e+00                  5.6680319e-23                  5.6680319e-23
2.6500000e+00                  5.7461637e-23                  5.7461637e-23
2.6501000e+00                  6.1573488e-23                  6.1573488e-23
2.6502000e+00                  7.0678499e-23                  7.0678499e-23
2.6503000e+00                  8.6640460e-23                  8.6640460e-23
2.6504000e+00                  1.1158379e-22                  1.1158379e-22
2.6505000e+00                  1.4779277e-22                  1.4779277e-22
2.6506000e+00                  1.9731140e-22                  1.9731140e-22
2.6507000e+00                  2.6120421e-22                  2.6120421e-22
2.6508000e+00                  3.3861731e-22                  3.3861731e-22
2.6509000e+00                  4.2597124e-22                  4.2597124e-22
2.6510000e+00                  5.1672154e-22                  5.1672154e-22
2.6511000e+00                  6.0204369e-22                  6.0204369e-22
2.6512000e+00                  6.7251288e-22                  6.7251288e-22
2.6513000e+00                  7.2043650e-22                  7.2043650e-22
2.6514000e+00                  7.4213323e-22                  7.4213323e-22
2.6515000e+00                  7.3932275e-22                  7.3932275e-22
2.6516000e+00                  7.1899733e-22                  7.1899733e-22
2.6517000e+00                  6.9164251e-22                  6.9164251e-22
2.6518000e+00                  6.6827268e-22                  6.6827268e-22
2.6519000e+00                  6.5720627e-22                  6.5720627e-22
2.6520000e+00                  6.6163705e-22                  6.6163705e-22
2.6521000e+00                  6.7880809e-22                  6.7880809e-22
2.6522000e+00                  7.0105424e-22                  7.0105424e-22
2.6523000e+00                  7.1834895e-22                  7.1834895e-22
2.6524000e+00                  7.2149678e-22                  7.2149678e-22
2.6525000e+00                  7.0493016e-22                  7.0493016e-22
2.6526000e+00                  6.6825424e-22                  6.6825424e-22
2.6527000e+00                  6.1615501e-22                  6.1615501e-22
2.6528000e+00                  5.5685533e-22                  5.5685533e-22
2.6529000e+00                  4.9975148e-22                  4.9975148e-22
2.6530000e+00                  4.5304064e-22                  4.5304064e-22
2.6531000e+00                  4.2202970e-22                  4.2202970e-22
2.6532000e+00                  4.0849621e-22                  4.0849621e-22
2.6533000e+00                  4.1110720e-22                  4.1110720e-22
2.6534000e+00                  4.2662494e-22                  4.2662494e-22
2.6535000e+00                  4.5149640e-22                  4.5149640e-22
2.6536000e+00                  4.8341088e-22                  4.8341088e-22
2.6537000e+00                  5.2245664e-22                  5.2245664e-22
2.6538000e+00                  5.7156708e-22                  5.7156708e-22
2.6539000e+00                  6.3603046e-22                  6.3603046e-22
2.6540000e+00                  7.2199884e-22                  7.2199884e-22
2.6541000e+00                  8.3421750e-22                  8.3421750e-22
2.6542000e+00                  9.7357602e-22                  9.7357602e-22
2.6543000e+00                  1.1354127e-21                  1.1354127e-21
2.6544000e+00                  1.3095697e-21                  1.3095697e-21
2.6545000e+00                  1.4828251e-21                  1.4828251e-21
2.6546000e+00                  1.6435219e-21                  1.6435219e-21
2.6547000e+00                  1.7872296e-21                  1.7872296e-21
2.6548000e+00                  1.9215584e-21                  1.9215584e-21
2.6549000e+00                  2.0682522e-21                  2.0682522e-21
2.6550000e+00                  2.2616309e-21                  2.2616309e-21
2.6551000e+00                  2.5441335e-21                  2.5441335e-21
2.6552000e+00                  2.9614555e-21                  2.9614555e-21
2.6553000e+00                  3.5606280e-21                  3.5606280e-21
2.6554000e+00                  4.3934791e-21                  4.3934791e-21
2.6555000e+00                  5.5249594e-21                  5.5249594e-21
2.6556000e+00                  7.0415744e-21                  7.0415744e-21
2.6557000e+00                  9.0515548e-21                  9.0515548e-21
2.6558000e+00                  1.1667983e-20                  1.1667983e-20
2.6559000e+00                  1.4970821e-20                  1.4970821e-20
2.6560000e+00                  1.8953447e-20                  1.8953447e-20
2.6561000e+00                  2.3470701e-20                  2.3470701e-20
2.6562000e+00                  2.8212830e-20                  2.8212830e-20
2.6563000e+00                  3.2727574e-20                  3.2727574e-20
2.6564000e+00                  3.6498917e-20                  3.6498917e-20
2.6565000e+00                  3.9069531e-20                  3.9069531e-20
2.6566000e+00                  4.0173821e-20                  4.0173821e-20
2.6567000e+00                  3.9840191e-20                  3.9840191e-20
2.6568000e+00                  3.8430774e-20                  3.8430774e-20
2.6569000e+00                  3.6612345e-20                  3.6612345e-20
2.6570000e+00                  3.5282611e-20                  3.5282611e-20
2.6571000e+00                  3.5496619e-20                  3.5496619e-20
2.6572000e+00                  3.8435783e-20                  3.8435783e-20
2.6573000e+00                  4.5432552e-20                  4.5432552e-20
2.6574000e+00                  5.8014971e-20                  5.8014971e-20
2.6575000e+00                  7.7887511e-20                  7.7887511e-20
2.6576000e+00                  1.0674574e-19                  1.0674574e-19
2.6577000e+00                  1.4585764e-19                  1.4585764e-19
2.6578000e+00                  1.9544106e-19                  1.9544106e-19
2.6579000e+00                  2.5399975e-19                  2.5399975e-19
2.6580000e+00                  3.1789262e-19                  3.1789262e-19
2.6581000e+00                  3.8143001e-19                  3.8143001e-19
2.6582000e+00                  4.3767014e-19                  4.3767014e-19
2.6583000e+00                  4.7984255e-19                  4.7984255e-19
2.6584000e+00                  5.0304241e-19                  5.0304241e-19
2.6585000e+00                  5.0564999e-19                  5.0564999e-19
2.6586000e+00                  4.8994322e-19                  4.8994322e-19
2.6587000e+00                  4.6161001e-19                  4.6161001e-19
2.6588000e+00                  4.2824780e-19                  4.2824780e-19
2.6589000e+00                  3.9730518e-19                  3.9730518e-19
2.6590000e+00                  3.7412241e-19                  3.7412241e-19
2.6591000e+00                  3.6068643e-19                  3.6068643e-19
2.6592000e+00                  3.5545596e-19                  3.5545596e-19
2.6593000e+00                  3.5424159e-19                  3.5424159e-19
2.6594000e+00                  3.5178515e-19                  3.5178515e-19
2.6595000e+00                  3.4348867e-19                  3.4348867e-19
2.6596000e+00                  3.2675097e-19                  3.2675097e-19
2.6597000e+00                  3.0155777e-19                  3.0155777e-19
2.6598000e+00                  2.7025479e-19                  2.7025479e-19
2.6599000e+00                  2.3670106e-19                  2.3670106e-19
2.6600000e+00                  2.0515849e-19                  2.0515849e-19
2.6601000e+00                  1.7928391e-19                  1.7928391e-19
2.6602000e+00                  1.6148001e-19                  1.6148001e-19
2.6603000e+00                  1.5269944e-19                  1.5269944e-19
2.6604000e+00                  1.5265632e-19                  1.5265632e-19
2.6605000e+00                  1.6032019e-19                  1.6032019e-19
2.6606000e+00                  1.7454498e-19                  1.7454498e-19
2.6607000e+00                  1.9468806e-19                  1.9468806e-19
2.6608000e+00                  2.2107089e-19                  2.2107089e-19
2.6609000e+00                  2.5512490e-19                  2.5512490e-19
2.6610000e+00                  2.9908681e-19                  2.9908681e-19
2.6611000e+00                  3.5520141e-19                  3.5520141e-19
2.6612000e+00                  4.2457176e-19                  4.2457176e-19
2.6613000e+00                  5.0602032e-19                  5.0602032e-19
2.6614000e+00                  5.9548230e-19                  5.9548230e-19
2.6615000e+00                  6.8642188e-19                  6.8642188e-19
2.6616000e+00                  7.7147937e-19                  7.7147937e-19
2.6617000e+00                  8.4508059e-19                  8.4508059e-19
2.6618000e+00                  9.0625723e-19                  9.0625723e-19
2.6619000e+00                  9.6068825e-19                  9.6068825e-19
2.6620000e+00                  1.0211701e-18                  1.0211701e-18
2.6621000e+00                  1.1063736e-18                  1.1063736e-18
2.6622000e+00                  1.2386279e-18                  1.2386279e-18
2.6623000e+00                  1.4421749e-18                  1.4421749e-18
2.6624000e+00                  1.7433883e-18                  1.7433883e-18
2.6625000e+00                  2.1735438e-18                  2.1735438e-18
2.6626000e+00                  2.7729495e-18                  2.7729495e-18
2.6627000e+00                  3.5932253e-18                  3.5932253e-18
2.6628000e+00                  4.6933678e-18                  4.6933678e-18
2.6629000e+00                  6.1261191e-18                  6.1261191e-18
2.6630000e+00                  7.9146256e-18                  7.9146256e-18
2.6631000e+00                  1.0024706e-17                  1.0024706e-17
2.6632000e+00                  1.2343068e-17                  1.2343068e-17
2.6633000e+00                  1.4673612e-17                  1.4673612e-17
2.6634000e+00                  1.6760392e-17                  1.6760392e-17
2.6635000e+00                  1.8337073e-17                  1.8337073e-17
2.6636000e+00                  1.9191961e-17                  1.9191961e-17
2.6637000e+00                  1.9229966e-17                  1.9229966e-17
2.6638000e+00                  1.8512611e-17                  1.8512611e-17
2.6639000e+00                  1.7265622e-17                  1.7265622e-17
2.6640000e+00                  1.5857590e-17                  1.5857590e-17
2.6641000e+00                  1.4766052e-17                  1.4766052e-17
2.6642000e+00                  1.4552200e-17                  1.4552200e-17
2.6643000e+00                  1.5857996e-17                  1.5857996e-17
2.6644000e+00                  1.9420818e-17                  1.9420818e-17
2.6645000e+00                  2.6077570e-17                  2.6077570e-17
2.6646000e+00                  3.6713846e-17                  3.6713846e-17
2.6647000e+00                  5.2116576e-17                  5.2116576e-17
2.6648000e+00                  7.2718700e-17                  7.2718700e-17
2.6649000e+00                  9.8278420e-17                  9.8278420e-17
2.6650000e+00                  1.2759544e-16                  1.2759544e-16
2.6651000e+00                  1.5840175e-16                  1.5840175e-16
2.6652000e+00                  1.8754539e-16                  1.8754539e-16
2.6653000e+00                  2.1150219e-16                  2.1150219e-16
2.6654000e+00                  2.2712389e-16                  2.2712389e-16
2.6655000e+00                  2.3241437e-16                  2.3241437e-16
2.6656000e+00                  2.2707714e-16                  2.2707714e-16
2.6657000e+00                  2.1263053e-16                  2.1263053e-16
2.6658000e+00                  1.9203006e-16                  1.9203006e-16
2.6659000e+00                  1.6891079e-16                  1.6891079e-16
2.6660000e+00                  1.4669329e-16                  1.4669329e-16
2.6661000e+00                  1.2783177e-16                  1.2783177e-16
2.6662000e+00                  1.1341369e-16                  1.1341369e-16
2.6663000e+00                  1.0318424e-16                  1.0318424e-16
2.6664000e+00                  9.5925235e-17                  9.5925235e-17
2.6665000e+00                  9.0019122e-17                  9.0019122e-17
2.6666000e+00                  8.4001753e-17                  8.4001753e-17
2.6667000e+00                  7.6949257e-17                  7.6949257e-17
2.6668000e+00                  6.8626688e-17                  6.8626688e-17
2.6669000e+00                  5.9414141e-17                  5.9414141e-17
2.6670000e+00                  5.0088266e-17                  5.0088266e-17
2.6671000e+00                  4.1558614e-17                  4.1558614e-17
2.6672000e+00                  3.4641965e-17                  3.4641965e-17
2.6673000e+00                  2.9920863e-17                  2.9920863e-17
2.6674000e+00                  2.7695673e-17                  2.7695673e-17
2.6675000e+00                  2.8016387e-17                  2.8016387e-17
2.6676000e+00                  3.0772616e-17                  3.0772616e-17
2.6677000e+00                  3.5819070e-17                  3.5819070e-17
2.6678000e+00                  4.3108918e-17                  4.3108918e-17
2.6679000e+00                  5.2795449e-17                  5.2795449e-17
2.6680000e+00                  6.5251695e-17                  6.5251695e-17
2.6681000e+00                  8.0963841e-17                  8.0963841e-17
2.6682000e+00                  1.0029014e-16                  1.0029014e-16
2.6683000e+00                  1.2313991e-16                  1.2313991e-16
2.6684000e+00                  1.4869371e-16                  1.4869371e-16
2.6685000e+00                  1.7531918e-16                  1.7531918e-16
2.6686000e+00                  2.0080389e-16                  2.0080389e-16
2.6687000e+00                  2.2292240e-16                  2.2292240e-16
2.6688000e+00                  2.4021223e-16                  2.4021223e-16
2.6689000e+00                  2.5271686e-16                  2.5271686e-16
2.6690000e+00                  2.6243219e-16                  2.6243219e-16
2.6691000e+00                  2.7329831e-16                  2.7329831e-16
2.6692000e+00                  2.9078832e-16                  2.9078832e-16
2.6693000e+00                  3.2137152e-16                  3.2137152e-16
2.6694000e+00                  3.7224924e-16                  3.7224924e-16
2.6695000e+00                  4.5166864e-16                  4.5166864e-16
2.6696000e+00                  5.6977766e-16                  5.6977766e-16
2.6697000e+00                  7.3947832e-16                  7.3947832e-16
2.6698000e+00                  9.7628626e-16                  9.7628626e-16
2.6699000e+00                  1.2961140e-15                  1.2961140e-15
2.6700000e+00                  1.7104124e-15                  1.7104124e-15
2.6701000e+00                  2.2192434e-15                  2.2192434e-15
2.6702000e+00                  2.8042743e-15                  2.8042743e-15
2.6703000e+00                  3.4247039e-15                  3.4247039e-15
2.6704000e+00                  4.0190468e-15                  4.0190468e-15
2.6705000e+00                  4.5141700e-15                  4.5141700e-15
2.6706000e+00                  4.8403699e-15                  4.8403699e-15
2.6707000e+00                  4.9486807e-15                  4.9486807e-15
2.6708000e+00                  4.8253327e-15                  4.8253327e-15
2.6709000e+00                  4.4991862e-15                  4.4991862e-15
2.6710000e+00                  4.0408536e-15                  4.0408536e-15
2.6711000e+00                  3.5558228e-15                  3.5558228e-15
2.6712000e+00                  3.1763794e-15                  3.1763794e-15
2.6713000e+00                  3.0570116e-15                  3.0570116e-15
2.6714000e+00                  3.3748389e-15                  3.3748389e-15
2.6715000e+00                  4.3314279e-15                  4.3314279e-15
2.6716000e+00                  6.1473586e-15                  6.1473586e-15
2.6717000e+00                  9.0389453e-15                  9.0389453e-15
2.6718000e+00                  1.3170054e-14                  1.3170054e-14
2.6719000e+00                  1.8581725e-14                  1.8581725e-14
2.6720000e+00                  2.5116000e-14                  2.5116000e-14
2.6721000e+00                  3.2362438e-14                  3.2362438e-14
2.6722000e+00                  3.9658960e-14                  3.9658960e-14
2.6723000e+00                  4.6167709e-14                  4.6167709e-14
2.6724000e+00                  5.1022170e-14                  5.1022170e-14
2.6725000e+00                  5.3512280e-14                  5.3512280e-14
2.6726000e+00                  5.3253092e-14                  5.3253092e-14
2.6727000e+00                  5.0281431e-14                  5.0281431e-14
2.6728000e+00                  4.5046939e-14                  4.5046939e-14
2.6729000e+00                  3.8300564e-14                  3.8300564e-14
2.6730000e+00                  3.0918742e-14                  3.0918742e-14
2.6731000e+00                  2.3720065e-14                  2.3720065e-14
2.6732000e+00                  1.7326443e-14                  1.7326443e-14
2.6733000e+00                  1.2097732e-14                  1.2097732e-14
2.6734000e+00                  8.1397442e-15                  8.1397442e-15
2.6735000e+00                  5.3634426e-15                  5.3634426e-15
2.6736000e+00                  3.5646353e-15                  3.5646353e-15
2.6737000e+00                  2.4979550e-15                  2.4979550e-15
2.6738000e+00                  1.9303995e-15                  1.9303995e-15
2.6739000e+00                  1.6713674e-15                  1.6713674e-15
2.6740000e+00                  1.5836243e-15                  1.5836243e-15
2.6741000e+00                  1.5820572e-15                  1.5820572e-15
2.6742000e+00                  1.6260304e-15                  1.6260304e-15
2.6743000e+00                  1.7090197e-15                  1.7090197e-15
2.6744000e+00                  1.8476775e-15                  1.8476775e-15
2.6745000e+00                  2.0721088e-15                  2.0721088e-15
2.6746000e+00                  2.4193414e-15                  2.4193414e-15
2.6747000e+00                  2.9317715e-15                  2.9317715e-15
2.6748000e+00                  3.6608987e-15                  3.6608987e-15
2.6749000e+00                  4.6738643e-15                  4.6738643e-15
2.6750000e+00                  6.0570987e-15                  6.0570987e-15
2.6751000e+00                  7.9095847e-15                  7.9095847e-15
2.6752000e+00                  1.0319827e-14                  1.0319827e-14
2.6753000e+00                  1.3326509e-14                  1.3326509e-14
2.6754000e+00                  1.6871818e-14                  1.6871818e-14
2.6755000e+00                  2.0764850e-14                  2.0764850e-14
2.6756000e+00                  2.4675492e-14                  2.4675492e-14
2.6757000e+00                  2.8173158e-14                  2.8173158e-14
2.6758000e+00                  3.0810008e-14                  3.0810008e-14
2.6759000e+00                  3.2230263e-14                  3.2230263e-14
2.6760000e+00                  3.2274318e-14                  3.2274318e-14
2.6761000e+00                  3.1046040e-14                  3.1046040e-14
2.6762000e+00                  2.8925934e-14                  2.8925934e-14
2.6763000e+00                  2.6536266e-14                  2.6536266e-14
2.6764000e+00                  2.4685766e-14                  2.4685766e-14
2.6765000e+00                  2.4329381e-14                  2.4329381e-14
2.6766000e+00                  2.6565704e-14                  2.6565704e-14
2.6767000e+00                  3.2662923e-14                  3.2662923e-14
2.6768000e+00                  4.4064859e-14                  4.4064859e-14
2.6769000e+00                  6.2301232e-14                  6.2301232e-14
2.6770000e+00                  8.8731673e-14                  8.8731673e-14
2.6771000e+00                  1.2410478e-13                  1.2410478e-13
2.6772000e+00                  1.6800615e-13                  1.6800615e-13
2.6773000e+00                  2.1837145e-13                  2.1837145e-13
2.6774000e+00                  2.7130038e-13                  2.7130038e-13
2.6775000e+00                  3.2137442e-13                  3.2137442e-13
2.6776000e+00                  3.6253723e-13                  3.6253723e-13
2.6777000e+00                  3.8938024e-13                  3.8938024e-13
2.6778000e+00                  3.9847561e-13                  3.9847561e-13
2.6779000e+00                  3.8931533e-13                  3.8931533e-13
2.6780000e+00                  3.6450803e-13                  3.6450803e-13
2.6781000e+00                  3.2912931e-13                  3.2912931e-13
2.6782000e+00                  2.8941997e-13                  2.8941997e-13
2.6783000e+00                  2.5125060e-13                  2.5125060e-13
2.6784000e+00                  2.1883061e-13                  2.1883061e-13
2.6785000e+00                  1.9402147e-13                  1.9402147e-13
2.6786000e+00                  1.7638012e-13                  1.7638012e-13
2.6787000e+00                  1.6381136e-13                  1.6381136e-13
2.6788000e+00                  1.5353819e-13                  1.5353819e-13
2.6789000e+00                  1.4305225e-13                  1.4305225e-13
2.6790000e+00                  1.3077771e-13                  1.3077771e-13
2.6791000e+00                  1.1632412e-13                  1.1632412e-13
2.6792000e+00                  1.0035505e-13                  1.0035505e-13
2.6793000e+00                  8.4207639e-14                  8.4207639e-14
2.6794000e+00                  6.9435308e-14                  6.9435308e-14
2.6795000e+00                  5.7418427e-14                  5.7418427e-14
2.6796000e+00                  4.9123030e-14                  4.9123030e-14
2.6797000e+00                  4.5022929e-14                  4.5022929e-14
2.6798000e+00                  4.5159106e-14                  4.5159106e-14
2.6799000e+00                  4.9296091e-14                  4.9296091e-14
2.6800000e+00                  5.7133942e-14                  5.7133942e-14
2.6801000e+00                  6.8528944e-14                  6.8528944e-14
2.6802000e+00                  8.3659750e-14                  8.3659750e-14
2.6803000e+00                  1.0306078e-13                  1.0306078e-13
2.6804000e+00                  1.2745576e-13                  1.2745576e-13
2.6805000e+00                  1.5738115e-13                  1.5738115e-13
2.6806000e+00                  1.9268762e-13                  1.9268762e-13
2.6807000e+00                  2.3211089e-13                  2.3211089e-13
2.6808000e+00                  2.7315279e-13                  2.7315279e-13
2.6809000e+00                  3.1245925e-13                  3.1245925e-13
2.6810000e+00                  3.4671620e-13                  3.4671620e-13
2.6811000e+00                  3.7386099e-13                  3.7386099e-13
2.6812000e+00                  3.9422705e-13                  3.9422705e-13
2.6813000e+00                  4.1120967e-13                  4.1120967e-13
2.6814000e+00                  4.3121320e-13                  4.3121320e-13
2.6815000e+00                  4.6297431e-13                  4.6297431e-13
2.6816000e+00                  5.1671370e-13                  5.1671370e-13
2.6817000e+00                  6.0375553e-13                  6.0375553e-13
2.6818000e+00                  7.3709679e-13                  7.3709679e-13
2.6819000e+00                  9.3285045e-13                  9.3285045e-13
2.6820000e+00                  1.2116656e-12                  1.2116656e-12
2.6821000e+00                  1.5985043e-12                  1.5985043e-12
2.6822000e+00                  2.1190177e-12                  2.1190177e-12
2.6823000e+00                  2.7916180e-12                  2.7916180e-12
2.6824000e+00                  3.6162000e-12                  3.6162000e-12
2.6825000e+00                  4.5627692e-12                  4.5627692e-12
2.6826000e+00                  5.5648731e-12                  5.5648731e-12
2.6827000e+00                  6.5225699e-12                  6.5225699e-12
2.6828000e+00                  7.3171556e-12                  7.3171556e-12
2.6829000e+00                  7.8356426e-12                  7.8356426e-12
2.6830000e+00                  7.9988022e-12                  7.9988022e-12
2.6831000e+00                  7.7845861e-12                  7.7845861e-12
2.6832000e+00                  7.2402831e-12                  7.2402831e-12
2.6833000e+00                  6.4814918e-12                  6.4814918e-12
2.6834000e+00                  5.6817903e-12                  5.6817903e-12
2.6835000e+00                  5.0608931e-12                  5.0608931e-12
2.6836000e+00                  4.8786864e-12                  4.8786864e-12
2.6837000e+00                  5.4371863e-12                  5.4371863e-12
2.6838000e+00                  7.0838284e-12                  7.0838284e-12
2.6839000e+00                  1.0201283e-11                  1.0201283e-11
2.6840000e+00                  1.5165961e-11                  1.5165961e-11
2.6841000e+00                  2.2263629e-11                  2.2263629e-11
2.6842000e+00                  3.1567317e-11                  3.1567317e-11
2.6843000e+00                  4.2806010e-11                  4.2806010e-11
2.6844000e+00                  5.5273066e-11                  5.5273066e-11
2.6845000e+00                  6.7828470e-11                  6.7828470e-11
2.6846000e+00                  7.9030110e-11                  7.9030110e-11
2.6847000e+00                  8.7387227e-11                  8.7387227e-11
2.6848000e+00                  9.1678750e-11                  9.1678750e-11
2.6849000e+00                  9.1242967e-11                  9.1242967e-11
2.6850000e+00                  8.6143224e-11                  8.6143224e-11
2.6851000e+00                  7.7152104e-11                  7.7152104e-11
2.6852000e+00                  6.5559442e-11                  6.5559442e-11
2.6853000e+00                  5.2869984e-11                  5.2869984e-11
2.6854000e+00                  4.0488278e-11                  4.0488278e-11
2.6855000e+00                  2.9480240e-11                  2.9480240e-11
2.6856000e+00                  2.0461234e-11                  2.0461234e-11
2.6857000e+00                  1.3610625e-11                  1.3610625e-11
2.6858000e+00                  8.7745248e-12                  8.7745248e-12
2.6859000e+00                  5.6037216e-12                  5.6037216e-12
2.6860000e+00                  3.6812845e-12                  3.6812845e-12
2.6861000e+00                  2.6140454e-12                  2.6140454e-12
2.6862000e+00                  2.0824924e-12                  2.0824924e-12
2.6863000e+00                  1.8569460e-12                  1.8569460e-12
2.6864000e+00                  1.7925453e-12                  1.7925453e-12
2.6865000e+00                  1.8140303e-12                  1.8140303e-12
2.6866000e+00                  1.8974339e-12                  1.8974339e-12
2.6867000e+00                  2.0525436e-12                  2.0525436e-12
2.6868000e+00                  2.3084415e-12                  2.3084415e-12
2.6869000e+00                  2.7040877e-12                  2.7040877e-12
2.6870000e+00                  3.2854879e-12                  3.2854879e-12
2.6871000e+00                  4.1093863e-12                  4.1093863e-12
2.6872000e+00                  5.2503907e-12                  5.2503907e-12
2.6873000e+00                  6.8049608e-12                  6.8049608e-12
2.6874000e+00                  8.8837679e-12                  8.8837679e-12
2.6875000e+00                  1.1585778e-11                  1.1585778e-11
2.6876000e+00                  1.4954065e-11                  1.4954065e-11
2.6877000e+00                  1.8923459e-11                  1.8923459e-11
2.6878000e+00                  2.3279577e-11                  2.3279577e-11
2.6879000e+00                  2.7652090e-11                  2.7652090e-11
2.6880000e+00                  3.1558264e-11                  3.1558264e-11
2.6881000e+00                  3.4496282e-11                  3.4496282e-11
2.6882000e+00                  3.6067697e-11                  3.6067697e-11
2.6883000e+00                  3.6093994e-11                  3.6093994e-11
2.6884000e+00                  3.4692036e-11                  3.4692036e-11
2.6885000e+00                  3.2289284e-11                  3.2289284e-11
2.6886000e+00                  2.9585892e-11                  2.9585892e-11
2.6887000e+00                  2.7494774e-11                  2.7494774e-11
2.6888000e+00                  2.7099173e-11                  2.7099173e-11
2.6889000e+00                  2.9652441e-11                  2.9652441e-11
2.6890000e+00                  3.6608651e-11                  3.6608651e-11
2.6891000e+00                  4.9628348e-11                  4.9628348e-11
2.6892000e+00                  7.0473033e-11                  7.0473033e-11
2.6893000e+00                  1.0070872e-10                  1.0070872e-10
2.6894000e+00                  1.4119830e-10                  1.4119830e-10
2.6895000e+00                  1.9146830e-10                  1.9146830e-10
2.6896000e+00                  2.4915180e-10                  2.4915180e-10
2.6897000e+00                  3.0977730e-10                  3.0977730e-10
2.6898000e+00                  3.6713480e-10                  3.6713480e-10
2.6899000e+00                  4.1428570e-10                  4.1428570e-10
2.6900000e+00                  4.4503563e-10                  4.4503563e-10
2.6901000e+00                  4.5546022e-10                  4.5546022e-10
2.6902000e+00                  4.4497929e-10                  4.4497929e-10
2.6903000e+00                  4.1658070e-10                  4.1658070e-10
